listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
100186,Large Modern Park Slope 1BR with Balcony,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/677102/472c7b02_original.jpg,24,526805,Mi,"","",true,40.6695,-73.9920,3,1,2,1.0,false,"TV,Wifi,Air conditioning,Kitchen,Room-darkening shades,Hot water kettle,Books and reading material,Hot water,Body soap,Conditioner,Elevator,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Patio or balcony,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Baking sheet,Toaster",false,30,Strict,USD,250,0,125,4.94,5.0,5.0,4.9,5.0,4.8,4.9,25687.0,25687.0,145.7,145.7,0.479,0.742,70.4,70.4,108.8,108.8,175,129,190,365,8275.0,8275.0,154.0,154.0,0.6,0.651,91.9,91.9,99.7,99.7,54,7,36,90
100368,Greenwich Village Brownstone -- Huge Private Deck,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/888095/f26f8a63_original.jpg,22,526105,Scott,"","",false,40.7369,-73.9985,2,1,1,1.0,false,"TV,Wifi,Waterfront,Air conditioning,Kitchen,Board games,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Conditioner,Mini fridge,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Indoor fireplace,Heating,Coffee,Clothing storage,Wine glasses,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Sun loungers,Toaster",false,30,Moderate,USD,0,0,39,4.81,4.8,4.9,4.7,4.9,5.0,4.7,7568.0,7568.0,252.8,252.8,0.088,0.0,20.7,20.7,0.0,0.0,32,0,333,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
106363,Bright Room With A Great River View,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/3185867/80816867_original.jpg,23,551055,Alicia,"","",true,40.8277,-73.9528,,,1,0.0,false,"TV,Wifi,Waterfront,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Smoking allowed,Ceiling fan,Conditioner,Elevator,Free street parking,Cleaning products,Heating,Coffee,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Rice maker,Bathtub,Children’s books and toys,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",false,30,Strict,USD,0,0,475,4.87,4.8,4.9,4.8,4.9,4.7,4.8,18386.0,18386.0,87.2,87.2,0.614,0.72,50.4,50.4,59.1,59.1,224,54,141,365,6732.0,6732.0,74.8,74.8,1.0,0.0,74.8,74.8,0.0,0.0,90,0,0,90
106647,Tree lined block modern apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA2NjQ3/original/d8893041-f227-4687-a677-f931636529f3.jpeg,14,552679,Olivia,"","",true,40.6865,-73.9586,4,2,3,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Pets allowed,Conditioner,Free street parking,Cleaning products,Heating,Coffee,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Rice maker,Bathtub,High chair,Children’s books and toys,Blender,Babysitter recommendations,Room-darkening shades,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,Single level home,Shower gel,Patio or balcony,Luggage dropoff allowed,Baking sheet,Toaster",false,2,Moderate,USD,1710,0,124,4.89,4.9,4.9,4.8,4.9,4.8,4.8,22584.0,22584.0,161.7,161.7,0.378,0.539,61.9,61.9,88.2,88.2,138,109,227,365,0.0,0.0,149.5,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0,75,90,90
113265,Brooklyn- Crown Heights Garden Apt.,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/758960/50b79f47_original.jpg,3,314582,Anthony,"","",true,40.6758,-73.9518,,,1,0.0,false,"TV,Cable TV,Wifi,Air conditioning,Hot water,Body soap,Mini fridge,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Clothing storage,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Toaster,Bathtub",false,30,Strict,USD,0,30,277,4.75,4.9,4.9,4.8,4.8,4.5,4.8,2857.0,2857.0,60.0,60.0,0.132,0.255,7.8,7.8,15.2,15.2,48,177,317,365,387.0,387.0,57.2,57.2,0.078,0.152,4.3,4.3,8.4,8.4,7,44,83,90
115748,1 BDRM Apt-Weekend Sublease,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/16163276/3ec71775_original.jpg,14,585166,Lilly,"","",false,40.7641,-73.9227,2,1,1,1.0,false,"Stove,TV,Smoke alarm,Exercise equipment,Wifi,Carbon monoxide alarm,Air conditioning,Luggage dropoff allowed,Kitchen,Essentials,Shampoo,Hair dryer,Hot water,Iron,Free street parking,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven",false,30,Strict,USD,0,0,41,4.63,4.7,4.9,4.5,4.9,4.8,4.6,1978.0,1978.0,113.6,113.6,0.047,0.052,5.4,5.4,6.0,6.0,17,36,348,365,441.0,441.0,108.0,108.0,0.044,0.074,4.9,4.9,8.2,8.2,4,36,86,90
116551,Beautiful Harlem Studio Apartment - private access,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-116551/original/f566fecc-9d31-417e-8274-777e6a11e46b.jpeg,14,497672,Cynthia,"","",true,40.8038,-73.9512,2,,2,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Private entrance,Bathtub",false,30,Strict,USD,100,5,184,4.51,4.7,4.8,4.4,4.7,4.3,4.5,11469.0,11469.0,87.4,87.4,0.353,0.535,31.4,31.4,47.6,47.6,129,124,236,365,0.0,0.0,87.1,87.1,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
118061,Style in Stuyvesant Heights,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/1a3e0648-eee8-4297-a308-c74d25ef622e.jpg,15,2248897,Roberta,"","",true,40.6846,-73.9290,2,1,2,1.0,false,"TV,Blender,Wifi,Air conditioning,Kitchen,Hot water kettle,Portable fans,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Baking sheet,Freezer,Private entrance,Toaster",false,30,Strict,USD,125,0,97,4.83,4.9,5.0,4.9,5.0,4.4,4.8,13391.0,13391.0,113.6,113.6,0.356,0.565,36.7,36.7,58.2,58.2,130,135,235,365,5362.0,5362.0,95.5,95.5,0.622,0.966,59.6,59.6,92.4,92.4,56,32,34,90
125163,Authentic New York City Living,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/25200147/6fb59b73_original.jpg,19,622855,Desmond,"","",true,40.6860,-73.9292,2,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Room-darkening shades,Hot water kettle,Ceiling fan,Hot water,Body soap,Mini fridge,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Laundromat nearby,Cleaning products,Heating,Clothing storage,Wine glasses,Smoke alarm,Shower gel,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Cleaning before checkout,Hangers,Hair dryer,Iron,Dedicated workspace,Bathtub",false,30,Strict,USD,75,0,94,4.86,4.9,4.9,4.8,4.9,4.7,4.9,1464.0,1464.0,108.4,108.4,0.038,0.084,4.0,4.0,8.8,8.8,14,198,351,365,0.0,0.0,96.6,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0,60,90,90
128975,City Room - Street View Apt,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/f2525d47-b3f5-4fed-bc17-50ceec5ae670.jpg,32,256161,Wayne,"","",false,40.8113,-73.9456,5,1,2,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Pack ’n play/Travel crib,Paid parking off premises,Hot water,Breakfast,Free street parking,Refrigerator,Dishes and silverware,Heating,Smoke alarm,Carbon monoxide alarm,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,30,Firm,USD,95,0,131,4.63,4.7,4.6,4.6,4.5,4.5,4.5,2286.0,2286.0,115.2,115.2,0.055,0.069,6.3,6.3,7.9,7.9,20,74,345,365,0.0,0.0,93.5,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0,56,90,90
135465,Garden apartment close to Manhattan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/3294844/71410c68_original.jpg,8,663879,Christopher,"","",false,40.6865,-73.9755,3,1,1,1.0,false,"Stove,Washer,Dryer,Smoke alarm,Wifi,Patio or balcony,Air conditioning,Backyard,Kitchen,Pack ’n play/Travel crib,Free street parking,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven",false,30,Moderate,USD,0,0,136,4.82,4.9,4.9,4.7,4.9,5.0,4.7,7846.0,7846.0,157.8,157.8,0.121,0.289,21.5,21.5,51.6,51.6,44,213,321,365,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
136493,Historical space with exceptional light & art,Shared room in townhouse,shared_room,https://a0.muscache.com/im/pictures/50b8a6bc-bb28-4b4b-ab49-d460189ebf23.jpg,18,663384,Irena,"14001765,271572261","Marc,Lola",false,40.6750,-73.9780,,2,2,0.0,false,"TV,Wifi,Air conditioning,Kitchen,Game console,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Piano,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Essentials,Hangers,Dedicated workspace,Baking sheet,Private entrance,Bathtub",false,30,Strict,USD,200,0,51,4.86,4.9,4.9,4.8,4.9,4.9,4.8,17890.0,17890.0,319.4,319.4,0.151,0.24,49.0,49.0,78.1,78.1,55,136,310,365,304.0,304.0,307.5,307.5,0.011,0.045,3.4,3.4,13.8,13.8,1,68,89,90
146726,Cozy authentic residence near Central Park,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-146726/original/e35b3491-6048-4f8d-ad70-081324171391.jpeg,15,709334,Julie,"","",false,40.8039,-73.9477,2,1,1,1.5,false,"Wifi,Air conditioning,Kitchen,Room-darkening shades,Hot water kettle,Hot water,Body soap,Bed linens,Extra pillows and blankets,Free street parking,Cleaning products,Coffee maker,Indoor fireplace,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Essentials,Long term stays allowed,Hangers,Dining table,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub",false,30,Strict,USD,0,0,18,4.75,4.8,4.9,4.7,4.9,4.6,4.7,5105.0,5105.0,180.1,180.1,0.077,0.214,14.0,14.0,39.0,39.0,28,234,337,365,3309.0,3309.0,183.8,183.8,0.2,0.0,36.8,36.8,0.0,0.0,18,0,72,90
148259,Garage Studio – Unique Designer Loft,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-148259/original/c094d73d-74ce-4a58-a6aa-473a119d361d.jpeg,41,716064,Mihalis,"","",false,40.7135,-73.9429,6,3,3,1.0,false,"TV,Ping pong table,Wifi,Air conditioning,Kitchen,Board games,Free parking on premises,Hot water kettle,Portable fans,Free street parking,Laundromat nearby,Cleaning products,Indoor fireplace,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Sound system,Bathtub,Children’s books and toys,Blender,Fireplace guards,Bikes,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Barbecue utensils,Toaster",false,30,Strict,USD,220,0,114,4.9,4.9,4.9,4.8,4.9,5.0,4.8,2709.0,2709.0,310.3,310.3,0.033,0.036,7.4,7.4,8.1,8.1,12,30,353,365,2709.0,2709.0,229.8,229.8,0.133,0.0,30.1,30.1,0.0,0.0,12,0,78,90
148825,Best City Area Columbia U Upper West Side C Park,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-148825/original/62b36f98-5b74-4432-9f8a-e12063fa73fb.jpeg,10,718349,Bara,"","",false,40.8000,-73.9634,3,2,2,1.0,false,"TV,Wifi,Air conditioning,Kitchen,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",false,30,Firm,USD,200,0,312,4.75,4.8,4.9,4.5,4.9,4.8,4.7,16306.0,16306.0,117.3,117.3,0.373,0.586,44.7,44.7,70.3,70.3,136,133,229,365,2158.0,2158.0,114.9,114.9,0.2,0.643,24.0,24.0,77.1,77.1,18,62,72,90
150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-150804/original/c184ab2d-c197-44fe-8b2c-9b50c6360763.jpeg,26,726333,Peter,"","",true,40.7203,-73.9842,,2,2,0.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water,Bed linens,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Hangers,Hair dryer",false,4,Strict,USD,170,0,88,4.99,5.0,5.0,4.9,5.0,4.9,4.9,99885.0,99885.0,430.8,430.8,0.641,0.796,273.7,273.7,339.7,339.7,234,71,131,365,10004.0,10004.0,439.7,439.7,0.256,1.0,111.2,111.2,435.0,435.0,23,67,67,90
151199,Astoria/LIC  Private Home located near train,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-151199/original/5240efd4-3f9d-4202-bafc-1c0eedf85dd5.jpeg,11,722320,Gigi,"","",true,40.7573,-73.9149,3,2,2,1.0,false,"TV,Wifi,Air conditioning,Pack ’n play/Travel crib,Books and reading material,Portable fans,Ceiling fan,Hot water,Body soap,Conditioner,Mini fridge,Bed linens,Trash compactor,Extra pillows and blankets,Free street parking,Ethernet connection,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Heating,Coffee,Clothing storage,Wine glasses,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Shampoo,Cleaning before checkout,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub",false,30,Firm,USD,0,0,544,4.86,4.8,5.0,4.8,5.0,4.9,4.8,17910.0,17910.0,194.9,194.9,0.2,0.201,49.1,49.1,49.3,49.3,73,2,292,365,15904.0,15904.0,254.9,254.9,0.678,0.0,176.7,176.7,0.0,0.0,61,0,29,90
152263,Cozy private room and bathroom in a Brownstone,Private room in guest suite,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTUyMjYz/original/83359f56-a133-44d0-b954-1d04f7305ae3.jpeg,18,732535,William,"","",true,40.8049,-73.9500,,,2,0.0,false,"TV,Cable TV,Wifi,Air conditioning,Room-darkening shades,Paid parking off premises,Books and reading material,Ceiling fan,Hot water,Body soap,Conditioner,Mini fridge,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Shampoo,Hangers,Dining table,Hair dryer,Iron,Bathtub",false,3,Strict,USD,0,0,393,4.82,4.8,4.8,4.9,4.8,4.8,4.8,62592.0,62592.0,330.6,330.6,0.521,0.526,171.5,171.5,173.4,173.4,190,4,175,365,8981.0,8981.0,309.6,309.6,0.322,0.0,99.8,99.8,0.0,0.0,29,0,61,90
162493,Prime Williamsburg 3 BR with Deck,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/100928783/7290f150_original.jpg,40,776490,Andres,"","",false,40.7117,-73.9580,6,3,3,2.5,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Books and reading material,Ceiling fan,Hot water,Conditioner,Bed linens,Laundromat nearby,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,Backyard,Fire extinguisher,Essentials,Shampoo,Hair dryer,Outdoor dining area,Private entrance,Bathtub",false,31,Strict,USD,200,0,57,4.98,5.0,5.0,5.0,5.0,4.9,5.0,26366.0,26366.0,588.8,588.8,0.126,0.168,72.2,72.2,96.2,96.2,46,91,319,365,9335.0,9335.0,525.7,525.7,0.2,0.3,103.7,103.7,155.6,155.6,18,30,72,90
166006,Nice Manhattan Apt Near Central Park and Subway,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/102929068/dc0008b0_original.jpg,51,791287,Giancarlo,"","",true,40.7986,-73.9621,6,2,5,1.0,false,"TV,Cable TV,Blender,Window guards,Wifi,Air conditioning,Kitchen,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Stove,Washer,Dryer,Smoke alarm,First aid kit,Luggage dropoff allowed,Essentials,Long term stays allowed,Hangers,Dining table,Hair dryer,Iron,Baking sheet,Freezer,Sound system,Toaster,Bathtub",false,31,Strict,USD,0,0,190,4.64,4.7,4.7,4.5,4.8,4.5,4.6,46065.0,46065.0,237.8,237.8,0.477,1.0,126.2,126.2,264.7,264.7,174,191,191,365,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
168123,"Brooklyn- sunny, quiet, homelike-Park Slope South",Entire guest suite,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-168123/original/6a223c5e-f957-4519-bad7-3642a1abd58e.jpeg,14,720558,Sara,"","",false,40.6589,-73.9856,2,1,1,1.0,false,"Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Body soap,Conditioner,Mini fridge,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance",false,30,Strict,USD,0,0,124,4.62,4.6,4.9,4.4,4.9,4.7,4.5,7531.0,7531.0,181.3,181.3,0.118,0.172,20.6,20.6,30.1,30.1,43,115,322,365,0.0,0.0,190.8,190.8,0.0,0.0,0.0,0.0,0.0,0.0,0,89,90,90
170761,"Fort Greene, Brooklyn: Front Bedroom",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/783fd547-daf0-41c6-9f80-6f3d9e22c259.jpg,12,67778,Doug,"","",true,40.6888,-73.9776,,,1,0.0,false,"Window guards,Wifi,Air conditioning,Board games,Room-darkening shades,Books and reading material,Portable fans,Hot water,Body soap,Conditioner,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Laundromat nearby,Outdoor furniture,Microwave,Cleaning products,Drying rack for clothing,Dishes and silverware,Heating,Clothing storage,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Safe,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Outdoor dining area,Bathtub",true,2,Strict,USD,55,52,308,4.93,4.9,4.9,4.9,5.0,5.0,4.9,31107.0,31107.0,110.7,110.7,0.773,0.0,85.2,85.2,0.0,0.0,282,0,83,365,8449.0,8449.0,116.8,116.8,0.8,0.0,93.9,93.9,0.0,0.0,72,0,18,90
171562,Chelsea studio with balcony & views,Entire condo,entire_home,https://a0.muscache.com/im/pictures/1696390/21f0164e_original.jpg,23,60923,Omri,"","",true,40.7494,-73.9947,2,,2,1.0,false,"TV,Wifi,Air conditioning,Kitchen,Room-darkening shades,Hot water,Body soap,Elevator,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Cleaning products,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,60,Strict,USD,3583,0,32,4.9,5.0,5.0,4.8,5.0,4.8,4.7,5184.0,5184.0,236.9,236.9,0.06,0.074,14.2,14.2,17.3,17.3,22,66,343,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
176135,Cosy Sunny 1brm in Prospect Heights,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-176135/original/a7d6183b-b5c3-4aaa-af63-afd2d6d1c36f.jpeg,11,842125,Jenna,"","",false,40.6755,-73.9610,1,1,1,1.0,false,"TV,Smoke alarm,Shower gel,Wifi,Air conditioning,Kitchen,Room-darkening shades,Hair dryer,Iron,Dedicated workspace,Body soap,Bed linens,Refrigerator,Bathtub,Dishes and silverware,Heating",false,30,Moderate,USD,0,0,31,4.68,4.7,4.7,4.5,4.8,4.5,4.6,1377.0,1377.0,111.7,111.7,0.033,0.035,3.8,3.8,4.0,4.0,12,25,353,365,0.0,0.0,108.8,108.8,0.0,0.0,0.0,0.0,0.0,0.0,0,25,90,90
177606,Spacious Private Jr. One Bedroom Near NYU Hospital,Entire condo,entire_home,https://a0.muscache.com/im/pictures/4514717/bd00b98d_original.jpg,22,849492,Kathrine,"","",false,40.7405,-73.9749,2,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Hot water,Body soap,Conditioner,Elevator,Bed linens,Extra pillows and blankets,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Stove,Wine glasses,Washer,Dryer,Shower gel,Essentials,Long term stays allowed,Safe,Shampoo,Hangers,Hair dryer,Iron,Freezer,Bathtub",false,30,Strict,USD,150,0,130,4.79,4.9,5.0,4.9,5.0,4.7,4.7,9276.0,9276.0,166.3,166.3,0.14,0.468,25.4,25.4,85.1,85.1,51,256,314,365,0.0,0.0,155.6,155.6,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
182069,Cozy entire studio Apartment,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTgyMDY5/original/722a6f13-152b-489a-a6cb-633e4d9e7bb9.jpeg,10,39260,Matteo,"","",true,40.7896,-73.9471,3,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water,Bed linens,Free street parking,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Stove,Smoke alarm,Carbon monoxide alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron",false,30,Strict,USD,250,0,127,4.76,4.9,4.9,4.8,4.9,4.4,4.5,2831.0,2831.0,139.0,139.0,0.052,0.139,7.8,7.8,20.7,20.7,19,228,346,365,0.0,0.0,140.9,140.9,0.0,0.0,0.0,0.0,0.0,0.0,0,84,90,90
188803,"Fort Greene, Brooklyn: Back Bedroom",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/1209708/21cb7cad_original.jpg,12,67778,Doug,"","",true,40.6879,-73.9765,,,1,0.0,false,"Wifi,Air conditioning,Kitchen,Board games,Hot water kettle,Books and reading material,Portable fans,Conditioner,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Clothing storage,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Bathtub,Babysitter recommendations,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Shower gel,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Toaster",false,20,Strict,USD,55,0,61,4.97,5.0,5.0,5.0,5.0,5.0,4.9,14802.0,14802.0,105.1,105.1,0.397,0.495,40.6,40.6,50.5,50.5,145,72,220,365,0.0,0.0,110.1,110.1,0.0,0.0,0.0,0.0,0.0,0.0,0,41,90,90
