listing_id,date,num_reviews,reviewers
1552251,2025-01-01,1,107488435
1033151,2025-06-01,1,38846477
1033151,2025-01-01,1,81760803
5879297,2025-07-01,4,"264301827,136755664,691223795,65377136"
3773198,2024-12-01,1,666158643
5879297,2024-11-01,8,"77401104,248623012,141425940,95410666,464121178,20877506,259429022,147537409"
5879297,2025-06-01,3,"72794781,464953877,593793080"
1033151,2024-11-01,1,592859366
5879297,2024-09-01,3,"276454962,85529635,453026138"
1552251,2025-07-01,1,36267579
1033151,2025-04-01,1,178226169
3773198,2025-05-01,4,"243877713,223493959,159556179,373096275"
3773198,2025-04-01,3,"24141480,342095406,48626028"
5879297,2024-12-01,1,586154869
5879297,2024-10-01,6,"12930285,236771993,6445315,131391417,485706109,454402470"
3773198,2024-11-01,1,164636706
5879297,2025-08-01,3,"705251500,24844916,28546293"
3773198,2025-02-01,1,451117937
4890367,2024-10-01,4,"76183570,131553777,53511041,4931293"
3282729,2024-10-01,8,"118264003,207199070,439545261,339075691,163674910,89172783,160163252,236651875"
990322,2024-09-01,1,62398514
3264728,2024-11-01,1,258120711
2267889,2024-10-01,5,"652404107,574535103,565039460,654694423,654762775"
40701,2024-09-01,1,6306358
2267889,2024-09-01,3,"567779155,41512476,190333493"
3282729,2025-02-01,7,"471487352,270719605,57194344,6899538,28066740,573158813,140797848"
2267889,2024-11-01,2,"472627720,534315499"
307726,2025-03-01,1,526334128
3282729,2024-12-01,4,"430822664,518165624,155893406,8872913"
990322,2025-05-01,1,17945056
3864721,2025-03-01,1,5611667
2267889,2025-06-01,6,"5578472,689649694,202774287,701896808,444786432,566911504"
3282729,2025-08-01,7,"387800292,698746019,185429884,340568546,311385069,10849355,110915091"
2434313,2025-07-01,4,"594733481,704218261,258327840,565423540"
3864721,2024-11-01,3,"401112886,130067182,330090061"
2267889,2025-02-01,3,"435049852,420608383,402917136"
4890367,2024-09-01,2,"315344843,40744077"
2434313,2025-02-01,9,"176248911,72794549,31342482,90848484,38707681,678147878,88243021,488015895,119699945"
3282729,2024-09-01,11,"177752670,127602790,78310972,8945487,161832416,10849355,593832151,175362876,77994851,815435,36163207"
3864721,2024-09-01,2,"93650601,296868787"
2267889,2025-03-01,4,"501523258,594175776,160343131,11970370"
307726,2025-01-01,1,13547677
3282729,2025-04-01,9,"221911775,439749998,284826315,686249215,360645683,218310074,524877616,651923061,30876321"
5869076,2025-05-01,1,9724271
5869076,2025-06-01,2,"58257052,501062048"
5074952,2025-06-01,1,686827289
1030061,2025-05-01,1,163795135
2434313,2024-12-01,12,"514968605,767374,516702053,479050854,660399936,130552086,545921521,585375243,453794232,9895911,593003642,174655078"
40701,2024-10-01,1,219561472
5869076,2024-10-01,1,24295507
3282729,2025-06-01,7,"310951886,493334512,4176845,476284999,195001081,90152182,410866996"
2267889,2025-08-01,1,58352713
3264728,2025-04-01,1,489457468
2434313,2025-06-01,7,"7155968,352336856,465191062,152907626,104402879,661794765,571356102"
5074952,2025-04-01,1,507643264
5869076,2025-04-01,1,300083191
2267889,2025-04-01,4,"679873430,458532698,467707311,260442825"
2434313,2025-05-01,6,"658001849,88243021,650793035,407245262,694510515,575472873"
3282729,2025-05-01,8,"226190396,675109587,452433096,232647546,144681620,279808265,25473802,540968664"
2267889,2025-07-01,2,"703133755,214433298"
2434313,2025-01-01,10,"351728532,668177239,31342482,580331826,118397001,31342482,31342482,81253739,358089158,370351695"
3282729,2025-07-01,5,"128611484,159240344,62046600,478686242,66648292"
2267889,2024-12-01,1,660216478
2267889,2025-05-01,7,"678159644,548361030,259811292,505599801,321257109,216132464,580795854"
3282729,2024-11-01,9,"247815952,657202216,659059976,653348727,401969608,98474604,182378983,165693232,276801864"
1673003,2024-11-01,2,"22258797,2131608"
2434313,2024-11-01,4,"10449880,505015866,308282474,538589720"
4890367,2024-11-01,3,"170380392,34829188,132365929"
40701,2024-12-01,1,361244664
