feature,importance
neighbourhood_cleansed_Queens Village,5.757597451688853e-05
amenity_173,5.746590562656809e-05
neighbourhood_cleansed_College Point,5.666066510970678e-05
neighbourhood_cleansed_Hollis,5.5679540918879824e-05
neighbourhood_cleansed_Briarwood,5.4980871583153996e-05
amenity_66,5.45989679795376e-05
neighbourhood_cleansed_Rosedale,5.417384442375186e-05
neighbourhood_cleansed_Port Richmond,5.3678427451218996e-05
neighbourhood_cleansed_Jamaica Estates,5.32049598438303e-05
neighbourhood_cleansed_Navy Yard,5.30023135399931e-05
neighbourhood_cleansed_Fort Hamilton,5.024371639997569e-05
amenity_1,4.985835640494709e-05
neighbourhood_cleansed_Little Neck,4.928280063660206e-05
neighbourhood_cleansed_West Brighton,4.9239450889351254e-05
amenity_11,4.8329539307570144e-05
amenity_170,4.807616005899207e-05
amenity_9,4.745244285169889e-05
neighbourhood_cleansed_Soundview,4.5012597043354895e-05
amenity_196,4.496292562968452e-05
property_type_Private room in guesthouse,4.493134228068821e-05
property_type_Shared room in condo,4.484696089390953e-05
neighbourhood_cleansed_Kensington,4.4588299462081476e-05
neighbourhood_cleansed_Pelham Bay,4.4111781095374095e-05
amenity_204,4.335201499146895e-05
neighbourhood_cleansed_Stuyvesant Town,4.3331204441547976e-05
property_type_Entire guesthouse,4.2723767824518136e-05
amenity_70,4.22759076454659e-05
neighbourhood_cleansed_Throgs Neck,4.200203395813e-05
amenity_161,4.143200637968864e-05
neighbourhood_cleansed_Breezy Point,4.126930399391224e-05
amenity_27,4.080586816496476e-05
property_type_Private room in resort,4.0805115397832565e-05
amenity_3,4.045977920643722e-05
neighbourhood_cleansed_Cambria Heights,4.0324777676826055e-05
neighbourhood_cleansed_Williamsbridge,3.995449801811348e-05
amenity_137,3.987574424665653e-05
amenity_184,3.835006903114573e-05
neighbourhood_cleansed_Dyker Heights,3.7517836409779056e-05
neighbourhood_cleansed_Bergen Beach,3.612242280956455e-05
neighbourhood_cleansed_Port Morris,3.594380920954094e-05
property_type_Private room in casa particular,3.578112955799958e-05
neighbourhood_cleansed_Longwood,3.556314391416763e-05
amenity_122,3.5218047208329545e-05
property_type_Private room in villa,3.4520842125798573e-05
amenity_71,3.406850948281787e-05
neighbourhood_cleansed_Prince's Bay,3.36982720154351e-05
neighbourhood_cleansed_Stapleton,3.3122785670966354e-05
neighbourhood_cleansed_Brooklyn Heights,3.291965262133957e-05
neighbourhood_cleansed_Two Bridges,3.250948847237475e-05
amenity_120,3.223967328070319e-05
neighbourhood_cleansed_Tremont,3.171384809408477e-05
property_type_Entire bungalow,3.107559191858329e-05
amenity_57,3.0852722816932985e-05
neighbourhood_cleansed_Concord,3.064500025149212e-05
neighbourhood_cleansed_Melrose,2.899378603828344e-05
neighbourhood_cleansed_Bronxdale,2.885256226064923e-05
property_type_Houseboat,2.8341228252655155e-05
amenity_163,2.815280465736984e-05
neighbourhood_cleansed_Vinegar Hill,2.756740255065236e-05
amenity_152,2.647546214969475e-05
property_type_Private room in tiny home,2.4397314555180826e-05
neighbourhood_cleansed_Columbia St,2.4245045410102276e-05
neighbourhood_cleansed_New Brighton,2.3048848609337155e-05
neighbourhood_cleansed_Randall Manor,2.2647271724292527e-05
neighbourhood_cleansed_Kingsbridge,2.259769841449141e-05
neighbourhood_cleansed_Bath Beach,2.259027248576873e-05
neighbourhood_cleansed_Unionport,2.2149727625878695e-05
neighbourhood_cleansed_Bensonhurst,2.1529570601505586e-05
neighbourhood_cleansed_Laurelton,2.1217335500525372e-05
neighbourhood_cleansed_Mariners Harbor,2.111412975933689e-05
property_type_Entire vacation home,2.0727126997157087e-05
property_type_Private room in hostel,2.0368176016104658e-05
neighbourhood_cleansed_DUMBO,1.992439540170521e-05
neighbourhood_cleansed_St. George,1.944830926083594e-05
neighbourhood_cleansed_Rego Park,1.9222857856155076e-05
amenity_175,1.9074537177180735e-05
neighbourhood_cleansed_Cobble Hill,1.8955877025631278e-05
neighbourhood_cleansed_Castleton Corners,1.8359222183461738e-05
neighbourhood_cleansed_Bayswater,1.761674905285024e-05
amenity_97,1.7418828963556193e-05
neighbourhood_cleansed_Howard Beach,1.7121673065672194e-05
neighbourhood_cleansed_NoHo,1.7039837028157778e-05
neighbourhood_cleansed_Bull's Head,1.6550809507223887e-05
neighbourhood_cleansed_Middle Village,1.61156418336247e-05
amenity_160,1.5289528698740412e-05
neighbourhood_cleansed_City Island,1.5154868539193629e-05
neighbourhood_cleansed_Morris Heights,1.4545376151088442e-05
neighbourhood_cleansed_Shore Acres,1.4320930610962577e-05
neighbourhood_cleansed_Bellerose,1.4309283143446467e-05
property_type_Shared room in home,1.4216749427520118e-05
property_type_Private room in ranch,1.417301427718092e-05
neighbourhood_cleansed_Battery Park City,1.3360463752754529e-05
amenity_42,1.330406374386591e-05
property_type_Private room in earthen home,1.274567527723897e-05
neighbourhood_cleansed_Fresh Meadows,1.2650372491278268e-05
neighbourhood_cleansed_New Springville,1.1852857805060061e-05
neighbourhood_cleansed_Concourse Village,1.1627634137113562e-05
amenity_147,1.1301848453211193e-05
neighbourhood_cleansed_Edgemere,1.129521731936536e-05
property_type_Shared room in casa particular,1.1281251838067762e-05
neighbourhood_cleansed_Morrisania,1.1070465742550979e-05
neighbourhood_cleansed_Red Hook,1.0886799269006488e-05
neighbourhood_cleansed_Mount Eden,1.0689305511645855e-05
neighbourhood_cleansed_Fieldston,1.0672932538810043e-05
amenity_240,1.0285787455604435e-05
property_type_Shared room in townhouse,9.937035581703638e-06
neighbourhood_cleansed_Belle Harbor,9.851066054689926e-06
neighbourhood_cleansed_Woodlawn,9.581852056719758e-06
neighbourhood_cleansed_Grant City,9.197421059890271e-06
property_type_Private room in houseboat,8.886829291397745e-06
amenity_8,8.73731419442841e-06
neighbourhood_cleansed_Whitestone,8.688290382580747e-06
neighbourhood_cleansed_Kew Gardens Hills,8.11131563623932e-06
neighbourhood_cleansed_Holliswood,8.021555843288448e-06
property_type_Room in serviced apartment,7.6090574816365765e-06
neighbourhood_cleansed_Coney Island,6.996647759431994e-06
neighbourhood_cleansed_Bay Terrace,6.785345210425434e-06
neighbourhood_cleansed_Baychester,6.5188016181209e-06
neighbourhood_cleansed_University Heights,6.154086450351349e-06
neighbourhood_cleansed_Clifton,6.142860754252826e-06
property_type_Casa particular,5.989173825331096e-06
neighbourhood_cleansed_Woodrow,5.64047310378109e-06
amenity_202,5.422910674859447e-06
neighbourhood_cleansed_South Beach,5.378203803530373e-06
neighbourhood_cleansed_Graniteville,5.29327890620339e-06
neighbourhood_cleansed_Grymes Hill,5.273156418052636e-06
neighbourhood_cleansed_Civic Center,4.754993336290766e-06
neighbourhood_cleansed_Mill Basin,4.720685928453089e-06
property_type_Camper/RV,4.398586407260919e-06
property_type_Private room in bungalow,4.348611834777378e-06
neighbourhood_cleansed_Olinville,4.341223839885096e-06
neighbourhood_cleansed_Manhattan Beach,4.205492047521634e-06
neighbourhood_cleansed_Rosebank,3.868194456112929e-06
neighbourhood_cleansed_New Dorp Beach,3.7635541202878873e-06
amenity_32,3.4208148512096484e-06
neighbourhood_cleansed_Westchester Square,3.2248851118892475e-06
neighbourhood_cleansed_Van Nest,3.1713112852948875e-06
neighbourhood_cleansed_Dongan Hills,2.9953492866090876e-06
property_type_Private room in kezhan,2.398563996719659e-06
neighbourhood_cleansed_Castle Hill,2.366968634106934e-06
property_type_Private room in religious building,2.2514205346672874e-06
neighbourhood_cleansed_Neponsit,2.1756416110125533e-06
neighbourhood_cleansed_Douglaston,2.1552212773717163e-06
property_type_Tiny home,1.8170450737025402e-06
amenity_78,1.6596782775198896e-06
property_type_Private room in vacation home,1.622515338596365e-06
neighbourhood_cleansed_Tottenville,1.6108589978977098e-06
"neighbourhood_cleansed_Bay Terrace, Staten Island",1.4979953022294858e-06
neighbourhood_cleansed_Midland Beach,1.4739951149011493e-06
neighbourhood_cleansed_Co-op City,1.4630706810407061e-06
neighbourhood_cleansed_Eastchester,1.432776884980023e-06
neighbourhood_cleansed_Lighthouse Hill,1.344899879790783e-06
neighbourhood_cleansed_North Riverdale,1.2659008971811416e-06
neighbourhood_cleansed_Schuylerville,1.0262112991024567e-06
property_type_Shared room in guest suite,8.163650008412494e-07
neighbourhood_cleansed_Howland Hook,6.18898487951566e-07
neighbourhood_cleansed_Eltingville,6.185225210046521e-07
neighbourhood_cleansed_Great Kills,4.6182511371415535e-07
neighbourhood_cleansed_Todt Hill,3.943863978283655e-07
"neighbourhood_cleansed_Chelsea, Staten Island",3.6804599757783513e-07
neighbourhood_cleansed_West Farms,3.5345846321854755e-07
neighbourhood_cleansed_Emerson Hill,3.4590742726455813e-07
property_type_Entire cottage,2.7162258317555864e-07
neighbourhood_cleansed_Huguenot,2.3176152423199052e-07
neighbourhood_cleansed_Westerleigh,1.9658604559265383e-07
property_type_Boat,1.7285591982402054e-07
neighbourhood_cleansed_Arden Heights,8.750667624230907e-08
neighbourhood_cleansed_Silver Lake,1.9294628897503583e-08
property_type_Barn,0.0
property_type_Private room in castle,0.0
neighbourhood_cleansed_Marble Hill,0.0
property_type_Shared room in serviced apartment,0.0
property_type_Shared room in guesthouse,0.0
property_type_Shared room,0.0
neighbourhood_cleansed_Riverdale,0.0
neighbourhood_cleansed_Spuyten Duyvil,0.0
