City,Region,Country,Date,listings_url,geojson_url
Malaga,Andalucía,Spain,2025-03-28,https://data.insideairbnb.com/spain/andalucía/malaga/2025-03-28/data/listings.csv.gz,https://data.insideairbnb.com/spain/andalucía/malaga/2025-03-28/visualisations/neighbourhoods.geojson
Malaga,Andalucía,Spain,2024-12-31,https://data.insideairbnb.com/spain/andalucía/malaga/2024-12-31/data/listings.csv.gz,https://data.insideairbnb.com/spain/andalucía/malaga/2024-12-31/visualisations/neighbourhoods.geojson
Mallorca,Islas Baleares,Spain,2025-06-15,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-06-15/data/listings.csv.gz,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-06-15/visualisations/neighbourhoods.geojson
Mallorca,Islas Baleares,Spain,2025-03-07,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-03-07/data/listings.csv.gz,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-03-07/visualisations/neighbourhoods.geojson
Mallorca,Islas Baleares,Spain,2024-12-14,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2024-12-14/data/listings.csv.gz,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2024-12-14/visualisations/neighbourhoods.geojson
Melbourne,Victoria,Australia,2025-06-10,https://data.insideairbnb.com/australia/vic/melbourne/2025-06-10/data/listings.csv.gz,https://data.insideairbnb.com/australia/vic/melbourne/2025-06-10/visualisations/neighbourhoods.geojson
Melbourne,Victoria,Australia,2025-03-03,https://data.insideairbnb.com/australia/vic/melbourne/2025-03-03/data/listings.csv.gz,https://data.insideairbnb.com/australia/vic/melbourne/2025-03-03/visualisations/neighbourhoods.geojson
Melbourne,Victoria,Australia,2024-12-08,https://data.insideairbnb.com/australia/vic/melbourne/2024-12-08/data/listings.csv.gz,https://data.insideairbnb.com/australia/vic/melbourne/2024-12-08/visualisations/neighbourhoods.geojson
Menorca,Islas Baleares,Spain,2025-06-29,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-06-29/data/listings.csv.gz,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-06-29/visualisations/neighbourhoods.geojson
Menorca,Islas Baleares,Spain,2025-03-28,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-03-28/data/listings.csv.gz,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-03-28/visualisations/neighbourhoods.geojson
